sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
femenino;industria;fabrica de;popular;2;1.0;31/08/2016;6000000.0;microempresarial
femenino;industria;fabrica de;robledo;1;7.0;21/02/2019;7000000.0;microempresarial
femenino;industria;fabrica de;manrique_central_no._2;2;3.0;10/08/2017;3000000.0;microempresarial
femenino;comercio;variedades;enciso;2;8.0;26/10/2017;1000000.0;microempresarial
masculino;comercio;variedades;campo_valdes_no._1;3;4.0;16/07/2018;7800000.0;microempresarial
femenino;servicio;comidas rapidas;buenos_aires;3;9.0;12/07/2016;6000000.0;microempresarial
femenino;comercio;comidas rapidas;la_palma;2;16.0;22/06/2018;7000000.0;microempresarial
femenino;industria;fabrica de helados;olaya_herrera;1;7.0;14/06/2018;4500000.0;microempresarial
femenino;agropecuaria;criadero de animales;cabecera_san_antonio_;2;80.0;9/10/2017;14000000.0;agropecuaria
femenino;servicio;peluqueria;belen;3;16.0;3/11/2016;6890000.0;microempresarial
femenino;industria;fabrica de;buenos_aires;3;9.0;9/05/2018;6000000.0;microempresarial
femenino;industria;fabrica de;belen;1;16.0;9/07/2018;5000000.0;microempresarial
femenino;comercio;miscelanea;campo_valdes_no._1;2;4.0;29/05/2019;6000000.0;microempresarial
femenino;comercio;cafeteria;pablo_vi;2;2.0;6/09/2017;7000000.0;microempresarial
masculino;industria;carpinteria;san_martin_de_porres;2;6.0;15/06/2016;6890000.0;microempresarial
femenino;servicio;comidas rapidas;la_cruz;1;3.0;16/02/2018;7000000.0;microempresarial
femenino;servicio;peluqueria;robledo;3;7.0;15/07/2016;6890000.0;microempresarial
femenino;comercio;venta de calzado;picachito;1;6.0;9/05/2018;4000000.0;microempresarial
femenino;comercio;tienda;la_pradera;2;13.0;13/09/2017;4400000.0;credioportuno
masculino;comercio;variedades;playon_de_los_;1;2.0;9/02/2018;7000000.0;microempresarial
masculino;comercio;billares;cabecera_san_cristobal;2;60.0;22/09/2016;6890000.0;microempresarial
femenino;comercio;fabrica de alimentos;villa_del_socorro;2;2.0;14/09/2018;4000000.0;microempresarial
masculino;comercio;licorera;robledo;2;7.0;29/03/2017;7377000.0;microempresarial
femenino;comercio;cafeteria;cabecera_san_antonio_;3;80.0;31/01/2019;7000000.0;microempresarial
femenino;servicio;comidas rapidas;doce_de_octubre_no.1;2;6.0;9/02/2018;6000000.0;microempresarial
femenino;comercio;variedades;san_javier_no.1;1;13.0;19/11/2016;6800000.0;microempresarial
masculino;servicio;fabrica de;robledo;2;7.0;9/08/2016;6890000.0;microempresarial
femenino;servicio;peluqueria;cabecera_san_cristobal;2;60.0;18/08/2017;4000000.0;microempresarial
femenino;servicio;peluqueria;aranjuez;2;4.0;25/07/2018;3500000.0;microempresarial
femenino;comercio;tienda;la_libertad;2;8.0;27/06/2016;4000000.0;microempresarial
femenino;comercio;licorera;buenos_aires;1;9.0;23/04/2018;3000000.0;microempresarial
femenino;comercio;tienda;manrique_central_no._2;2;3.0;30/01/2018;4000000.0;microempresarial
femenino;servicio;miscelanea;campo_valdes_no._1;3;4.0;6/07/2016;6000000.0;microempresarial
masculino;industria;fabrica de productos;robledo;1;7.0;26/10/2016;4000000.0;microempresarial
femenino;comercio;panaderia;tejelo;3;5.0;20/02/2018;7800000.0;microempresarial
femenino;comercio;variedades;doce_de_octubre_no.1;2;6.0;25/01/2019;2000000.0;microempresarial
femenino;comercio;papeleria;campo_valdes_no._1;3;4.0;5/04/2018;7800000.0;microempresarial
masculino;comercio;tienda;enciso;2;8.0;16/02/2016;6000000.0;microempresarial
masculino;industria;fabrica de;enciso;3;8.0;6/06/2017;5000000.0;microempresarial
femenino;industria;fabrica de;boston;3;10.0;19/04/2017;20000000.0;microempresarial
femenino;comercio;tienda;villa_niza;2;2.0;25/04/2018;7000000.0;microempresarial
femenino;comercio;variedades;robledo;2;7.0;18/07/2017;7377000.0;microempresarial
femenino;comercio;variedades;guayabal;3;15.0;3/02/2017;6890000.0;microempresarial
femenino;comercio;tienda;cabecera_san_cristobal;1;60.0;5/02/2018;4000000.0;microempresarial
masculino;comercio;tienda;el_salvador;2;9.0;5/06/2017;7000000.0;microempresarial
femenino;industria;fabrica de;manrique_central_no._2;3;3.0;19/05/2017;6000000.0;microempresarial
femenino;comercio;variedades;aranjuez;2;4.0;9/05/2017;4000000.0;microempresarial
femenino;comercio;variedades;llanaditas;2;8.0;6/02/2018;6000000.0;microempresarial
femenino;comercio;restaurante;playon_de_los_;2;2.0;6/02/2017;3000000.0;microempresarial
masculino;comercio;fabrica de helados;manrique_central_no._1;3;4.0;13/12/2018;6500000.0;microempresarial
masculino;comercio;distribuidora de;cabecera_san_cristobal;1;60.0;28/02/2018;7800000.0;microempresarial
masculino;servicio;taller de mecanica;toscana;3;5.0;26/10/2016;6890000.0;microempresarial
femenino;comercio;variedades;campo_valdes_no._1;2;4.0;24/05/2018;7800000.0;microempresarial
femenino;comercio;variedades;guayabal;3;15.0;7/03/2018;7000000.0;microempresarial
femenino;comercio;variedades;santo_domingo_savio_;1;1.0;22/06/2018;7800000.0;microempresarial
femenino;industria;fabrica de;calasanz;3;12.0;16/12/2016;6890000.0;microempresarial
femenino;servicio;peluqueria;castilla;2;5.0;4/07/2017;2000000.0;microempresarial
femenino;servicio;fabrica de;villatina;1;8.0;15/07/2016;3000000.0;microempresarial
femenino;comercio;comidas rapidas;enciso;2;8.0;7/03/2018;3000000.0;microempresarial
masculino;comercio;variedades;alfonso_lopez;3;5.0;23/05/2017;7000000.0;microempresarial
femenino;comercio;tienda;granizal;2;1.0;26/09/2017;7300000.0;microempresarial
masculino;comercio;tienda;moravia;1;4.0;26/02/2018;650000.0;microempresarial
femenino;servicio;comidas rapidas;moravia;1;4.0;19/11/2016;1000000.0;microempresarial
femenino;comercio;tienda;san_javier_no.2;2;13.0;21/02/2019;8200000.0;microempresarial
femenino;servicio;peluqueria;buenos_aires;2;9.0;21/03/2017;5000000.0;microempresarial
femenino;comercio;variedades;el_progreso_no.2;1;6.0;26/09/2017;5000000.0;microempresarial
masculino;industria;marroquineria;san_javier_no.1;3;13.0;25/02/2016;1800000.0;microempresarial
masculino;industria;fabrica de;robledo;3;7.0;19/10/2017;2000000.0;microempresarial
femenino;servicio;fabrica de ceramica;doce_de_octubre_no.1;2;6.0;17/08/2016;6000000.0;microempresarial
femenino;comercio;fabrica de;popular;2;1.0;17/01/2017;7300000.0;microempresarial
femenino;comercio;variedades;cabecera_san_antonio_;2;80.0;14/08/2018;7800000.0;microempresarial
femenino;industria;fabrica de velas;aranjuez;3;4.0;20/05/2016;1500000.0;microempresarial
masculino;industria;fabrica de;manrique_central_no._1;2;4.0;12/10/2017;6000000.0;microempresarial
femenino;industria;fabrica de;castilla;2;5.0;17/05/2016;5000000.0;microempresarial
masculino;comercio;granero;santa_cruz;1;2.0;22/05/2017;7377000.0;microempresarial
femenino;industria;fabrica de;la_francia;2;2.0;4/07/2018;7800000.0;microempresarial
masculino;comercio;variedades;cabecera_san_antonio_;3;80.0;27/07/2017;4000000.0;microempresarial
masculino;comercio;fabrica de;manrique_oriental;3;3.0;18/04/2018;7800000.0;microempresarial
femenino;comercio;almacen de ropa en;buenos_aires;3;9.0;17/11/2017;7377000.0;microempresarial
femenino;comercio;variedades;boston;3;10.0;1/02/2017;7370000.0;microempresarial
masculino;comercio;tienda;trinidad;3;15.0;3/11/2017;4000000.0;microempresarial
femenino;comercio;tienda;enciso;1;8.0;26/04/2016;6500000.0;microempresarial
femenino;comercio;tienda naturista;santo_domingo_savio_;1;1.0;6/11/2018;7000000.0;microempresarial
femenino;comercio;comidas rapidas;doce_de_octubre_no.1;1;6.0;27/10/2017;7370000.0;microempresarial
femenino;comercio;tienda;villa_hermosa;3;8.0;21/08/2018;4000000.0;microempresarial
femenino;servicio;peluqueria;guayabal;3;15.0;28/07/2017;7000000.0;microempresarial
masculino;servicio;barberia;miranda;2;4.0;18/10/2018;7000000.0;microempresarial
femenino;comercio;variedades;cabecera_san_antonio_;2;80.0;5/06/2018;7800000.0;microempresarial
femenino;comercio;almacen de ropa en;castilla;2;5.0;11/10/2016;3500000.0;microempresarial
masculino;industria;fabrica de;la_floresta;3;12.0;21/04/2016;6890000.0;microempresarial
masculino;servicio;panaderia;cabecera_san_cristobal;2;60.0;7/07/2017;7300000.0;microempresarial
femenino;comercio;comidas rapidas;san_pablo;2;1.0;5/03/2018;7800000.0;microempresarial
masculino;industria;fabrica de;san_javier_no.1;3;13.0;20/05/2019;6000000.0;microempresarial
femenino;comercio;miscelanea;robledo;3;7.0;5/09/2017;7300000.0;microempresarial
femenino;comercio;fabrica de alimentos;castilla;2;5.0;3/04/2018;3000000.0;microempresarial
femenino;industria;fabrica de;san_javier_no.1;1;13.0;24/09/2018;6000000.0;microempresarial
femenino;comercio;variedades;granizal;2;1.0;6/06/2018;7800000.0;microempresarial
femenino;servicio;comidas rapidas;castilla;3;5.0;5/05/2016;6890000.0;microempresarial
masculino;industria;fabrica de;la_francia;2;2.0;20/11/2018;7800000.0;microempresarial
femenino;servicio;peluqueria;san_javier_no.1;1;13.0;15/06/2017;7370000.0;microempresarial
masculino;servicio;mantenimiento en;castilla;3;5.0;1/02/2017;7200000.0;microempresarial
femenino;industria;fabrica de;andalucia;2;2.0;11/07/2018;1500000.0;microempresarial
femenino;comercio;cafeteria;belen;2;16.0;20/10/2016;4130000.0;microempresarial
masculino;agropecuaria;sembrados;cabecera_san_cristobal;2;60.0;20/10/2017;7300000.0;microempresarial
femenino;comercio;tienda de helados;aranjuez;2;4.0;6/05/2019;6000000.0;microempresarial
femenino;comercio;peluqueria;manrique_central_no._2;2;3.0;1/03/2018;3000000.0;microempresarial
masculino;industria;ebanistaria;aranjuez;1;4.0;20/10/2017;7370000.0;microempresarial
femenino;comercio;tienda;buenos_aires;2;9.0;5/03/2019;6000000.0;microempresarial
femenino;comercio;almacen de ropa en;la_francia;2;2.0;12/12/2017;6500000.0;microempresarial
masculino;comercio;variedades;san_javier_no.1;3;13.0;21/02/2018;7377000.0;microempresarial
femenino;servicio;peluqueria;olaya_herrera;1;7.0;24/02/2017;7000000.0;microempresarial
femenino;comercio;variedades;robledo;2;7.0;15/06/2018;2000000.0;microempresarial
femenino;industria;fabrica de;cabecera_san_cristobal;2;60.0;25/07/2018;2000000.0;microempresarial
femenino;servicio;cafe e internet;moravia;1;4.0;12/04/2018;2500000.0;microempresarial
masculino;servicio;barberia;robledo;3;7.0;14/09/2018;5500000.0;microempresarial
masculino;comercio;restaurante;san_javier_no.1;2;13.0;21/09/2018;7800000.0;microempresarial
masculino;comercio;variedades;barrio_caicedo;3;9.0;5/05/2016;5000000.0;microempresarial
femenino;comercio;fabrica de calzado;villa_niza;1;2.0;13/02/2018;4000000.0;microempresarial
femenino;industria;fabrica de;moravia;2;4.0;24/05/2018;5000000.0;microempresarial
femenino;comercio;tienda;santa_cruz;1;2.0;22/06/2018;7500000.0;microempresarial
femenino;comercio;comidas rapidas;pedregal;3;6.0;11/04/2018;7000000.0;microempresarial
femenino;comercio;variedades;moravia;1;4.0;16/03/2016;6000000.0;microempresarial
masculino;comercio;tienda;13_de_noviembre;1;8.0;20/01/2017;6000000.0;microempresarial
masculino;servicio;cafe e internet;robledo;2;7.0;9/07/2018;6000000.0;microempresarial
femenino;industria;fabrica de;boyaca;3;5.0;5/07/2017;7377000.0;microempresarial
femenino;comercio;distribuidora de;belen;1;16.0;24/04/2019;7000000.0;microempresarial
masculino;servicio;lavanderia;san_javier_no.2;1;13.0;28/03/2016;6000000.0;microempresarial
femenino;comercio;lavanderia;castilla;3;5.0;5/07/2018;7800000.0;microempresarial
femenino;servicio;fabrica de juegos;granizal;2;1.0;8/03/2018;2000000.0;microempresarial
masculino;servicio;recreativo educativo;belen;3;16.0;16/09/2016;6890000.0;microempresarial
masculino;comercio;distribuidora de;manrique_central_no._1;3;4.0;24/04/2018;5000000.0;microempresarial
femenino;industria;fabrica de calzado;santo_domingo_savio_;1;1.0;19/05/2017;7300000.0;microempresarial
femenino;comercio;ferreteria;13_de_noviembre;1;8.0;1/03/2017;7377000.0;microempresarial
masculino;comercio;tienda;tejelo;3;5.0;12/09/2018;5000000.0;microempresarial
femenino;comercio;papeleria;villa_guadalupe;2;1.0;30/11/2016;6890000.0;microempresarial
femenino;comercio;variedades;boston;3;10.0;5/09/2018;7800000.0;microempresarial
femenino;industria;fabrica de;robledo;1;7.0;22/01/2019;7800000.0;microempresarial
femenino;servicio;organización y;cabecera_san_cristobal;2;60.0;11/05/2016;5000000.0;microempresarial
femenino;comercio;variedades;santo_domingo_savio_;1;1.0;23/10/2017;4000000.0;microempresarial
masculino;comercio;tienda;belen;2;16.0;12/10/2017;7200000.0;microempresarial
masculino;comercio;restaurante;enciso;1;8.0;19/10/2016;4000000.0;microempresarial
femenino;comercio;variedades;calasanz;2;12.0;27/07/2017;5000000.0;microempresarial
femenino;comercio;fabrica de calzado;pedregal;3;6.0;3/10/2018;3500000.0;microempresarial
femenino;industria;fabrica de;playon_de_los_;1;2.0;6/05/2019;3750000.0;microempresarial
masculino;comercio;tienda;san_javier_no.1;2;13.0;28/07/2017;6000000.0;microempresarial
femenino;industria;fabrica de;buenos_aires;2;9.0;20/09/2018;7800000.0;microempresarial
femenino;industria;fabrica de;robledo;2;7.0;22/02/2017;7000000.0;microempresarial
femenino;servicio;productos de belleza;cordoba;3;7.0;31/10/2017;23510000.0;empresarial ed.
femenino;industria;fabrica de;20_de_julio;2;13.0;7/09/2016;3000000.0;microempresarial
masculino;industria;fabrica de;campo_valdes_no._1;2;4.0;4/05/2018;1800000.0;microempresarial
masculino;comercio;distribuidora de;villa_del_socorro;2;2.0;17/12/2018;1500000.0;microempresarial
femenino;servicio;peluqueria;campo_valdes_no._1;2;4.0;6/09/2017;7000000.0;microempresarial
femenino;comercio;peluqueria;robledo;1;7.0;30/05/2018;7000000.0;microempresarial
femenino;industria;fabrica de;robledo;2;7.0;25/10/2016;5000000.0;microempresarial
femenino;comercio;papeleria;san_javier_no.1;1;13.0;15/02/2018;6000000.0;microempresarial
femenino;comercio;tienda;manrique_central_no._1;3;4.0;28/06/2017;7377000.0;microempresarial
femenino;comercio;almacen de ropa en;santo_domingo_savio_;2;1.0;8/03/2018;3000000.0;microempresarial
femenino;comercio;comidas rapidas;trinidad;3;15.0;22/11/2017;3000000.0;microempresarial
masculino;comercio;ferreteria;cabecera_san_cristobal;2;60.0;11/08/2016;3000000.0;microempresarial
femenino;comercio;restaurante;manrique_central_no._1;2;4.0;29/04/2019;3000000.0;microempresarial
femenino;comercio;almacen de ropa en;belen;3;16.0;25/07/2018;5000000.0;microempresarial
femenino;servicio;variedades;la_america;2;12.0;11/07/2017;5000000.0;microempresarial
masculino;industria;fabrica de;castilla;2;5.0;1/08/2018;7800000.0;microempresarial
masculino;servicio;variedades;girardot;3;5.0;7/07/2017;6000000.0;microempresarial
masculino;servicio;taller de mecanica;robledo;3;7.0;8/06/2017;20000000.0;empresarial ed.
masculino;comercio;variedades;buenos_aires;2;9.0;8/08/2017;5000000.0;microempresarial
femenino;servicio;comidas rapidas;villa_guadalupe;2;1.0;20/05/2016;6890000.0;microempresarial
femenino;servicio;peluqueria;belen;2;16.0;12/07/2017;7000000.0;microempresarial
masculino;servicio;recreativo educativo;aranjuez;3;4.0;17/05/2017;7377000.0;microempresarial
femenino;industria;fabrica de;popular;2;1.0;17/04/2018;7800000.0;microempresarial
masculino;servicio;comidas rapidas;doce_de_octubre_no.1;2;6.0;18/07/2017;7370000.0;microempresarial
femenino;comercio;miscelanea;cabecera_san_antonio_;3;80.0;17/02/2016;5000000.0;microempresarial
femenino;industria;fabrica de;doce_de_octubre_no.1;2;60.0;4/06/2019;7000000.0;microempresarial
masculino;industria;variedades;el_salvador;3;9.0;25/05/2018;7000000.0;microempresarial
masculino;comercio;almacen de ropa en;juan_xxiii_la_quiebra;2;13.0;4/02/2019;8200000.0;microempresarial
femenino;industria;fabrica de;belen;2;16.0;16/05/2018;7800000.0;microempresarial
masculino;comercio;almacen de ropa en;belen;2;16.0;24/05/2017;5000000.0;microempresarial
femenino;industria;fabrica de;belencito;2;13.0;18/10/2017;2800000.0;microempresarial
femenino;industria;fabrica de;enciso;3;8.0;15/03/2019;8281160.0;microempresarial
femenino;comercio;variedades;playon_de_los_;2;2.0;23/11/2016;4130000.0;microempresarial
masculino;comercio;deposito de;robledo;2;7.0;6/02/2018;7800000.0;microempresarial
masculino;comercio;drogueria;campo_valdes_no._1;3;4.0;23/03/2018;7000000.0;microempresarial
femenino;comercio;almacen de ropa en;manrique_central_no._1;2;4.0;6/04/2017;4000000.0;microempresarial
masculino;agropecuaria;sembrados;santa_elena_central;2;90.0;14/06/2017;14.0;agropecuaria
masculino;comercio;restaurante;la_colina;2;15.0;26/09/2017;7000000.0;microempresarial
masculino;comercio;variedades;versalles_no._1;2;3.0;3/07/2018;5000000.0;microempresarial
masculino;comercio;variedades;pedregal;3;6.0;26/10/2017;2000000.0;microempresarial
femenino;industria;fabrica de;guayabal;3;15.0;5/12/2018;3000000.0;microempresarial
masculino;comercio;papeleria;robledo;3;7.0;11/08/2017;7377000.0;microempresarial
masculino;comercio;fabrica de;san_javier_no.1;2;13.0;13/09/2017;7370000.0;microempresarial
masculino;servicio;fabrica de;robledo;2;7.0;26/07/2016;6890000.0;microempresarial
femenino;industria;fabrica de;cordoba;3;7.0;7/02/2017;7300000.0;microempresarial
masculino;comercio;variedades;castilla;3;10.0;27/07/2018;4000000.0;microempresarial
femenino;servicio;peluqueria;la_floresta;3;12.0;8/09/2017;7000000.0;microempresarial
masculino;servicio;barberia;villatina;2;8.0;25/07/2017;7370000.0;microempresarial
femenino;industria;fabrica de;trinidad;3;15.0;19/10/2017;7000000.0;microempresarial
femenino;servicio;peluqueria;la_america;3;12.0;15/03/2016;6890000.0;microempresarial
masculino;servicio;recreativo educativo;pedregal;3;6.0;22/09/2016;6350000.0;microempresarial
femenino;comercio;tienda;robledo;2;7.0;11/05/2018;5000000.0;microempresarial
masculino;comercio;tienda;cabecera_san_cristobal;3;60.0;27/06/2019;8200000.0;microempresarial
femenino;comercio;variedades;castilla;2;5.0;15/05/2018;2000000.0;microempresarial
femenino;comercio;ferreteria;juan_xxiii_la_quiebra;2;13.0;25/06/2019;8000000.0;microempresarial
masculino;servicio;organización y;boyaca;3;5.0;17/05/2018;15000000.0;empresarial ed.
femenino;servicio;peluqueria;moravia;2;4.0;15/02/2018;7800000.0;microempresarial
femenino;servicio;venta de lacteos;enciso;3;8.0;24/11/2016;5000000.0;microempresarial
masculino;servicio;comidas rapidas;cabecera_san_cristobal;3;60.0;8/02/2018;7800000.0;microempresarial
